SA2_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
801061070,0,0,0,0,0,0,9,5,5,23,0,0,0,3,0,0,4,0,0,5,0,4,0,5,0,0,0,0,0,10,0,4,3,30,13,12,12,3,0,68,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,5,8,7,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,4,4,3,3,6,15,0,0,0,6,10,7,6,9,0,51,0,0,0,4,0,0,5,0,0,6
801061129,0,0,0,5,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,17,0,4,0,0,0,26,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,4,10,8,8,4,0,0,31,0,0,0,0,0,0,0,0,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,5,7,4,9,6,0,36,0,0,0,4,0,0,0,0,0,4,0,0,0,27,4,3,0,0,0,42,0,5,5,62,5,4,0,4,0,92,0,0,0,8,5,0,0,0,0,17,0,0,0,9,3,0,0,0,0,13,0,0,8,3,0,5,0,0,0,20,0,0,0,10,0,3,4,0,0,20,0,0,4,9,4,3,4,0,0,19,0,0,4,5,4,0,0,0,0,15,0,0,3,31,12,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,4,4,24,12,6,0,5,0,53,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,4,17,0,0,0,0,0,24,0,3,0,3,0,0,6,3,0,20,0,0,5,50,9,23,14,0,0,97,0,0,0,4,6,0,0,0,0,7
801071071,0,0,0,3,5,0,7,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,8,6,7,11,69,20,8,0,0,0,114,0,0,0,7,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,11,0,0,0,10,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,20,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,6,9,0,0,0,0,0,17,0,0,0,0,0,0,4,3,0,7,0,4,3,11,16,10,0,0,0,40,0,0,0,0,0,0,0,0,0,3
801071072,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,0,0,0,8,5,8,6,79,17,3,5,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,8,6,3,0,0,0,25,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,14,0,0,0,6,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,11,0,6,0,9,3,8,7,0,0,33,0,0,0,0,0,0,0,0,0,0
801071073,0,0,0,0,0,8,8,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,10,14,56,26,18,4,0,0,121,0,0,0,5,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,6,6,3,0,11,0,0,0,3,3,4,6,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,6,3,0,0,22,0,0,0,3,9,4,11,0,0,25,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,23,0,0,0,0,0,0,4,0,5,7,0,0,3,20,5,21,9,0,0,59,0,0,0,0,0,0,0,0,0,0
801071074,0,0,0,5,4,0,11,4,0,33,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,11,53,17,3,12,0,0,111,0,0,0,0,4,4,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,3,0,6,4,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,14,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,7,4,6,4,0,0,25,0,0,3,6,3,5,4,0,0,23,0,0,0,0,0,5,7,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,25,0,0,0,0,0,4,4,0,0,9,0,0,5,10,12,14,8,0,0,56,0,0,0,4,0,0,0,0,0,8
801071075,0,0,0,0,0,5,0,4,0,17,0,0,0,0,6,0,5,0,0,10,0,0,0,0,0,7,0,0,0,11,0,8,5,52,7,15,5,0,0,89,0,0,0,0,3,0,4,0,0,4,0,0,0,8,0,4,0,3,0,15,0,0,3,9,0,5,6,0,0,24,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,3,0,0,11,0,0,0,7,7,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,5,19,0,0,0,0,0,22,0,0,0,0,0,5,3,0,0,12,0,8,11,13,12,14,9,0,0,61,0,0,0,0,0,0,0,0,0,3
801071076,0,0,0,0,0,4,8,6,0,18,0,0,0,0,0,0,0,6,5,7,0,0,0,0,4,0,3,0,0,5,0,6,5,25,15,7,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,5,0,0,0,8,0,0,0,0,0,3,4,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,11,0,0,0,3,0,5,6,0,0,21,0,0,0,0,4,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,6,6,4,0,22,0,0,0,0,0,5,0,0,0,5
801071077,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,3,16,12,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,3,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,6,0,0,0,14,6,9,3,0,0,36,0,0,0,0,0,0,0,0,0,3
801071078,0,0,0,4,8,9,9,12,6,42,0,0,0,0,3,0,3,5,0,16,0,0,3,10,4,9,3,0,0,24,4,20,14,118,35,21,10,9,0,218,0,3,0,3,0,0,3,0,0,8,0,0,0,3,3,0,3,0,0,11,0,3,0,11,4,3,4,0,0,26,0,0,0,4,4,6,4,0,0,16,0,0,0,0,0,8,8,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,3,7,0,0,8,0,0,0,12,11,11,3,5,0,31,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,4,0,0,0,30,0,0,0,0,3,3,0,5,5,22,0,4,7,25,27,20,10,0,0,88,0,0,0,0,0,0,4,0,0,12
801071079,0,0,0,0,0,0,6,6,0,14,0,0,0,0,0,0,3,4,0,8,0,0,0,6,0,0,8,0,0,12,0,11,0,42,3,0,0,0,0,64,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,4,0,3,0,0,6,0,0,14,0,0,0,0,0,5,14,4,0,22,0,0,3,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,17,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,11,0,3,0,6,8,8,9,0,0,37,0,0,0,0,0,0,0,0,0,0
801071080,0,0,3,4,0,4,6,5,0,16,0,0,0,8,0,0,0,0,0,7,0,0,0,6,4,7,8,0,0,31,7,18,11,216,15,3,9,0,0,279,0,0,0,3,0,4,0,0,0,13,0,0,0,4,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,3,0,0,0,32,0,0,0,7,0,6,0,0,0,6,0,0,10,3,7,3,4,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,12,110,0,0,0,0,0,123,0,0,0,0,0,0,4,4,0,12,0,0,7,18,6,10,6,0,0,47,0,0,0,3,0,0,0,0,0,0
801071081,0,0,0,9,0,5,3,3,0,22,0,0,0,0,0,0,4,0,0,3,0,0,3,0,4,3,0,0,0,12,0,14,18,116,13,13,7,0,0,184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14,0,0,3,0,3,3,3,0,0,11,0,0,0,0,5,6,5,0,0,9,0,0,0,0,0,0,0,4,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,5,6,5,0,16,0,0,3,12,6,8,5,0,0,43,0,0,0,0,0,0,0,0,0,3
801071082,0,7,0,3,7,15,33,32,0,98,0,0,0,0,0,3,8,10,5,29,0,0,0,7,0,4,3,3,0,29,5,17,38,167,47,22,13,5,0,314,0,0,10,5,5,3,4,4,0,37,0,0,5,7,0,0,0,0,0,17,0,3,0,0,6,0,0,3,0,13,0,0,4,3,5,0,3,5,0,27,0,0,0,0,4,4,32,10,0,57,0,4,0,12,6,3,3,0,0,31,0,0,3,15,6,0,0,4,0,31,0,0,0,8,0,0,3,0,0,17,3,0,3,10,12,26,9,5,0,72,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,0,0,0,0,13,0,0,16,88,0,0,0,0,0,107,0,0,3,0,6,3,20,3,0,40,0,13,5,46,37,30,28,11,0,169,0,0,0,0,0,4,0,0,0,9
801071083,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
801071084,0,0,0,0,0,3,13,7,10,37,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,4,0,0,0,10,0,7,8,82,12,29,9,10,7,161,0,0,0,5,3,0,3,0,0,10,0,0,3,0,3,0,0,0,0,9,0,0,4,6,4,4,0,0,0,22,0,4,0,6,3,0,7,0,4,23,0,0,0,0,0,8,3,4,4,21,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,3,4,3,16,0,0,0,8,4,8,7,0,0,30,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,0,14,10,0,24,0,5,4,11,13,10,6,4,0,64,0,6,0,4,0,0,5,0,0,14
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,10,0,0,0,14,4,0,5,0,0,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0
801071087,0,0,0,0,0,0,6,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,10,0,9,6,42,14,3,0,0,0,71,0,0,0,5,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,3,8,11,5,0,0,0,0,30,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,3,0,0,8,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,8,12,9,11,0,0,38,0,0,0,0,0,0,0,0,0,0
801071088,0,0,0,5,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,6,6,33,3,3,3,0,0,61,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,8,0,0,0,0,3,0,4,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,5,18,7,10,3,0,0,47,0,0,0,0,0,0,0,0,0,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,0,3,0,9,21,8,5,40,0,0,0,0,0,0,8,8,0,19,0,0,0,0,0,4,4,0,0,8,0,25,20,139,31,16,13,4,0,249,0,0,0,6,3,3,7,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,6,0,3,0,4,3,3,3,0,0,20,0,0,0,0,5,3,20,15,7,47,0,3,0,9,4,0,5,0,0,17,0,0,7,9,4,0,0,0,0,30,0,0,0,0,0,3,4,0,0,5,0,0,0,6,3,8,8,3,0,34,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,5,0,0,0,6,0,0,7,0,3,0,0,3,0,18,0,5,8,59,4,0,0,0,0,76,0,0,0,0,6,5,11,3,0,25,0,0,8,24,23,13,9,4,0,83,0,0,0,0,0,0,0,0,0,6
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,3,5,0,5,6,6,25,0,0,0,0,0,0,4,9,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,6,12,0,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,14,8,0,34,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,6,8,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0
801081092,0,0,3,0,5,0,5,9,3,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,28,9,8,0,0,0,51,0,3,0,5,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,8,0,0,0,3,0,0,0,5,0,11,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,6,0,0,0,10,11,6,0,3,0,40,0,0,0,0,3,0,0,0,0,3
801081093,0,0,0,0,0,3,8,9,0,18,0,0,0,0,0,0,3,9,6,14,0,0,0,4,7,0,0,0,0,10,0,9,6,62,9,4,0,3,0,83,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,3,3,6,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,7,0,0,3,30,0,0,0,0,0,44,0,0,0,0,0,0,0,6,0,8,0,3,0,12,5,7,3,5,0,38,0,0,0,0,0,0,0,0,0,0
