SA2_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
801011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,8,0,0,3,8,3,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
801011014,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,5,4,4,0,5,3,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11
801011015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,12,22,4,0,0,0,0,34,0,0,0,5,0,0,5,0,0,11,0,0,5,12,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,6,0,3,0,14,4,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,6,21,7,0,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
801011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,5,0,0,0,3,12,8,0,26,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,4,5,0,0,0,0,7,0,0,4,3,0,6,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,24,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,6,8,18,5,7,0,4,0,46,0,0,0,0,0,3,8,0,0,9,0,0,11,22,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,3,0,0,0,34,0,0,0,5,0,0,0,3,0,8,0,0,4,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,9
801011017,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,6,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,11
801011018,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,10,31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,21,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
801011019,0,4,5,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,0,0,26,10,7,4,0,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,21,0,0,0,0,6,0,0,0,0,8,0,3,12,24,10,10,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
801011020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,4,4,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
801011021,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801011022,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,5,5,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
801011023,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,4,18,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,14
